name,location,phone,email,website,curriculum,languages,age_groups,schools_served
Gingerbread House Day Care,3350 East 54th Avenue,604-433-4819,,day-care-vancouver.com,Play Based,English,2.5 - 5 yrs,Cook; Champlain Heights; Champlain Heights Annex
Global Montessori Centre,8860 Hudson Street,604-558-1150,angelaj@globalmontessoricenter.com,globalmontessoricenter.ca/,Montessori,English; Korean,0 - 18 mo; 19 - 36 mo,
Good Shepherd Day Care,7416 Victoria Drive,604-325-8299,info@gsdaycare.com,gsdaycare.com/,Reggio Inspired,English; Spanish; Mandarin; Cantonese,2.5 - 5 yrs,
Good Start Child Care,,778-251-6135,,,,English; Farsi,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Gordon NBH House Out Of School Care,1019 Broughton Street,604-683-2554,welcome@gordonhouse.org,,,English; French; Cantonese,5 - 12 yrs,Roberts Annex; Roberts
Graham Bruce School Age Child Care Centre,3633 Tanner Street,604-435-0323,AMerton@cnh.bc.ca,,Play Based,English,5 - 12 yrs,Graham Bruce Elementary
Grandview Terrace Child Care #3,2055 Woodland Drive,604-718-5854,grandviewcc@shawbiz.ca,,,English,5 - 12 yrs,Queen Victoria Annex
Granville House Montessori School,4355 Granville Street,780-504-7860,registration@ghmschool.net,granvillehousemontessori.com/,Montessori,English,2.5 - 5 yrs,
Granville House Montessori School In-Home Multi-Age Child Care,4355 Granville Street,780-504-7860,,,Montessori,English,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Grassroots Early Learning and Care,3066 E 23rd Ave,604-434-2368,grassrootselc@hotmail.com,,,English,2.5 - 5 yrs,
Green House Multi-Age Child Care Centre,523 East 12th Avenue,604-760-5048,greenhousemccc@gmail.com,,,English,2.5 - 5 yrs,
Grenfell School Age Child Care Centre,"Room 102 & 103, 3323 Wellington Avenue",604-435-0323,AMerton@cnh.bc.ca,,Play Based,English; Punjabi; Hindi,5 - 12 yrs,Grenfell
Grenfell School Age Child Care Centre (School Age Care on School Grounds),5987 Prince Albert Street,604-434-9994,collingwoodchildcare@cnh.bc.ca,cnh.bc.ca/childcare/,,English,5 - 12 yrs,Grenfell
Growing Spaces In-Home Multi-Age Child Care,3579 Walker Street,778-549-8059,kryshenne@gmail.com,,,English; Spanish,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Hands & Hearts Licensed Family Child Care,105 - 7988 Yukon Street,778-834-1345,mahvashamini1@gmail.com,,,English,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Happy Corner Parent Participation Preschool,3434 Falaise Avenue,604-433-7923,happycornerinfo@gmail.com,happycorner.ca/,Play Based,English; Mandarin,2.5 - 5 yrs,
Happy Feet Montessori In-Home Multi-Age Child Care,7858 Hudson Street,604-264-8988,happyfeetmontessori@hotmail.com,,Montessori,English; Mandarin; Cantonese,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Happy House In-Home Multi-Age Child Care,720 E 61st Ave,604-803-8325,farhana.hossain197423@gmail.com,,,English,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,Moberley
Happy House Learning Centre In-Home Multi-Age Child Care,2105 West 19th Avenue,604-721-5169,suzan.parvaz@gmail.com,happyhousevancouver.com/,,English; Farsi,5 - 12 yrs; 2.5 - 5 yrs,
Happy Land Licensed Family Child Care,3250 Parker Street,604-251-8029,vivian.lailing@gmail.com,,,English; Mandarin; Cantonese,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,Wakwanas ta syaqwam (Begbie)
Happy Place Licensed Family Child Care,5520 Stamford Street,604-439-0891,diomi2000@hotmail.com,,,English; Spanish; Tamil,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,St. Mary's
Happy Times In-Home Multi-Age Child Care,3768 Knight Street,604-435-5398,lindaweiyan@hotmail.com,,,English; Mandarin,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,Selkirk
Hastings Community Centre Preschool,3096 East Hastings Street,604-718-6234,angela.pardek@vancouver.ca,,Play Based,English; Italian,2.5 - 5 yrs,
Hastings Community Out of School Care,3096 East Hastings,604-718-6234,janice.manfron@vancouver.ca,,,English,5 - 12 yrs,Lord; Hastings
Hastings YMCA Kids Club (School Age on School Grounds),2625 Franklin Street,604-254-3199,ymcakidsclubs@bc.ymca.ca,gv.ymca.ca/,,English,5 - 12 yrs,Hastings
Heather Bible Chapel Preschool,777 West 68th Avenue,604-321-7446,info@heatherbiblechapel.online,heatherbiblechapel.online/preschool/,Play Based,English; Mandarin; Cantonese,2.5 - 5 yrs,
Helen's Licensed Family Child Care,2654 East 5th Avenue,604-291-7169,h_cheng18@hotmail.com,,,English; Mandarin; Cantonese,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Helping Hands In-Home Multi-Age Child Care,656 East 59th Avenue,604-365-6550,hhchildcare@hotmail.com,helpinghandschildcare.ca,,English; Punjabi,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Henderson YMCA Kids Club,451 East 53rd Avenue,604-681-9622,ymcakidsclubs@bc.ymca.ca,gv.ymca.ca/,,English,5 - 12 yrs,Trudeau
Heron's Landing - Infant Toddler,5th Fl - 6180 Walter Gage Rd,604-822-5343,childcare@housing.ubc.ca,,,English,0 - 18 mo; 19 - 36 mo,
Heron's Landing 3-5,5th Fl - 6180 Walter Gage Rd,604-822-5343,childcare@housing.ubc.ca,,,English,2.5 - 5 yrs,
High Five Licensed Family Child Care,#206 - 228 East 7th Avenue,778-875-2052,highfivefamilychildcare@gmail.com,,,English; Mandarin,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Home Sweet Home FCC,1249 East 11th Avenue,604-619-0331,mymaylingwong@gmail.com,,,English; Cantonese,2.5 - 5 yrs,
Honey In-Home Multi-Age Child Care,#105 - 3489 Ascot Place,778-999-1521,suhani@hotmail.com,,,English; Hindi,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
House of Montessori Daycare (Multi-Age),6599 Berkeley Street,604-417-1505,houseofmontessori09@yahoo.ca,,Montessori,English; Tagalog,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Hummingbird In-Home Multi-Age Child Care,1717 East 63rd Avenue,778-321-3509,olga.costin@gmail.com,,,English; Russian,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
IKOKA Childcare Learning Center 57th,1025 East 57th Avenue,778-861-7446,ikoka57th@outlook.com,,,English,2.5 - 5 yrs,
IKOKA Childcare Learning Centre,7808 Ross Street,778-861-7446,ikokachildcarecenter@outlook.com,,,English,2.5 - 5 yrs,
Itandehui Licensed Family Child Care,2294 Marlin Quay,604-724-4551,blancasuarez_20@hotmail.com,,,English; Spanish; French,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Jamieson YMCA Kids Club,6350 Tisdall Street,604-336-9941,ymcakidsclubs@bc.ymca.ca,gv.ymca.ca/,,English; Mandarin; Russian; Cantonese; German,5 - 12 yrs,Jamieson
Janey Baby Licensed Family Child Care,975 Bute Street,604-314-7573,panahachel@hotmail.com,,,English; Spanish; Portugese; American Sign Language,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,Roberts Annex
JCC B'Raysheet Toddler Daycare,950 West 41st. Avenue,604-257-5111,jtrickett@jccgv.bc.ca,,Play Based 240,English; Spanish; Mandarin; French; Cantonese,19 - 36 mo,
JCC Shalom Aleph and Shabbat Shalom,950 West 41st Avenue,604-257-5111,jtrickett@jccgv.bc.ca,,,English,2.5 - 5 yrs; 19 - 36 mo,
JCC Shalom Out of School Care,950 West 41st Avenue,604-257-5111,jtrickett@jccgv.bc.ca,,,English; 246 Greek; Hebrew,5 - 12 yrs,L'Ecole Bilingue; Vancouver Talmud Torah
JCC Shalom Yeladim Daycare,950 West 41st. Avenue,604-257-5111,jtrickett@jccgv.bc.ca,,Play Based 318,English; Serbian; Hebrew,2.5 - 5 yrs,
Jeanette In-Home Multi-Age Child Care,#230-2915 Kaslo Street,604-253-4595,jbartle@telus.net,,,English,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Jericho Kids Club 1,2251 Collingwood Street,604-736-4080,info@jerichokidsclub.com,jerichokidsclub.com/,,English,5 - 12 yrs,Southlands
Jericho Kids Club 3 Southlands (School Age Care on School Grounds),5351 Camosun Street,604-736-4080,info@jerichokidsclub.com,jerichokidsclub.com/,,English,5 - 12 yrs,St. Georges
Jericho Kids' Club 1 - Bayview (School Age Care on School Grounds),3505 West 7th Avenue,604-736-4080,info@jerichokidsclub.com,jerichokidsclub.com/,,English; 1,5 - 12 yrs,Bayview
Jericho Kids' Club 2 - General Gordon Schoolhouse (School Age on School Grounds),2268 Bayswater Street,604-736-4080,info@jerichokidsclub.com,jerichokidsclub.com/,,English; ext. 2,5 - 12 yrs,Gordon
Jericho Kids' Club 2 General Gordon (School Age on School Grounds),2268 Bayswater Street,604-736-4080,info@jerichokidsclub.com,jerichokidsclub.com/,,English; ext.4,5 - 12 yrs,Gordon
JJ's Child Care,,778-822-0318,,,,English; Mandarin,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
John Oliver Nursery School,530 East 41st Avenue,604-324-1317,,johnoliverpreschool.wordpress.com,Parent Involvement,English; Korean,2.5 - 5 yrs,
Jolly Sprouts Childcare Centre,286 E 64th Ave,,jollysproutssc@gmail.com,,,English,2.5 - 5 yrs,
Jolly World Licensed Family Child Care,#619-1267 Marinaside Cresent,604-662-4180,jollyworld@novuscom.net,,,English; Serbo-Croatian,0 - 18 mo; 19 - 36 mo,
Jules Quesnel YMCA Kids Club (School Age Care on School Grounds),3050 Crown Street,604-222-0114,ymcakidsclubs@bc.ymca.ca,gv.ymca.ca/,,English; Punjabi,5 - 12 yrs,Quesnel
Jungle Trail In-Home Multi-Age Child Care,3228 East 48th Avenue,778-881-2772,jungletrailchildcare@gmail.com,,,English; Mandarin; Cantonese,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Kelly's Licensed Family Child Care,1618 East 34th Avenue,604-321-8418,ybkelly34@hotmail.com,,,English; Mandarin; Cantonese,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Kenagnes Licensed Family Child Care,534 East 49th Avenue,778-329-2525,jbearfamily@gmail.com,,,English; Mandarin; Cantonese,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,Henderson
Kensington Out of School Care,5175 Dumfries Street,604-718-6207,kcooper@cedarcottage.org,,,English,5 - 12 yrs,Tecumseh
Kensington Preschool,5175 Dumfries Street,604-718-6207,kensington@cedarcottage.org,,,English,2.5 - 5 yrs,
Kerrisdale Little Owl's Preschool,#109-5851 West Boulevard,778-549-2520,kerrisdalelittleowls@gmail.com,kerrisdalelittleowls.com/,Play Based,English,2.5 - 5 yrs,
Kerrisdale YMCA Kids Club,5555 Carnarvon Street,604-261-9611,ymcakidsclubs@bc.ymca.ca,gv.ymca.ca/,,English; French; Cantonese; German,5 - 12 yrs,Kerrisdale Annex
KEY LaunchPad Academy,5th Floor - 5750 Oak Street,604-638-5398,info@keyadmissions.com,keyeducation.com/node/820,,English,2.5 - 5 yrs,
Kiddy Junction Academy - Division lll,2752 East 41st Ave,604-336-5900,jk3@kiddyjunction.ca,kiddyjunction.ca/,,English,2.5 - 5 yrs,
Kiddy Junction Academy - Division lll,2752 East 41st Ave,604-336-5900,,kiddyjunction.ca/,,English,0 - 18 mo; 19 - 36 mo,
Kiddy Junction Academy Division ll,8686 Hudson Street,604-558-2552,admin@kiddyjunction.ca,kiddyjunction.ca,,English,2.5 - 5 yrs,
Kids & Company Cambie,217 - 6137 Cambie Street,604-336-0450,ccasais@kidsandcomany.com,kidsandcompany.com/locations/cambie/#centre-info,,English,2.5 - 5 yrs,
Kids & Company Cambie,#217- 6137 Cambie Street,604-336-0450,,,,English,0 - 18 mo; 19 - 36 mo,
Kids & Company Cambie (GDC-3),217 - 6137 Cambie Street,604-336-0450,,,,English,0 - 18 mo; 19 - 36 mo,
Kids and Company - Vancouver West (3-5 Program),910 West 6th Avenue,604-742-0552,vancouverwest6@kidsandcompany.com,,,English,2.5 - 5 yrs,
Kids and Company - Vancouver West (Infant/Toddler),910 West 6th Avenue,604-742-0552,vancouverwest6@kidsandcompany.ca,,,English,0 - 18 mo; 19 - 36 mo,
Kids and Company - Vancouver West (School Age),910 West 6th Avenue,604-742-0552,vancouverwest6@kidsandcompany.com,kidsandcompany.com/,,English,5 - 12 yrs,False Creek
Kids Care Preschool,7715 Muirfield Drive,604-325-2222,kidscarepreschool7715@gmail.com,southvancouverfamilyplace.org/about-kids-care/,Play Based,English; Mandarin; Cantonese,2.5 - 5 yrs,
Kids Castle Child Care,,604-872-7156,,,,English; Urdu,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Kids Club,2855 Acadia Road,604-822-5343,kidsclub@housing.ubc.ca,,,English,5 - 12 yrs,Norma Rose Point; University Hill
Kids First Licensed Family Child Care,6295 Quebec Street,778-822-1079,SusieFJ@telus.net,,,English; Filipino,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,Van Horne
Kids Learning Center,2797 East 50th Avenue,778-628-3243,sharon909090@hotmail.com,,,English,0 - 18 mo; 19 - 36 mo,
Kids Learning Centre - Nanaimo St (Multi-Age),7067 Nanaimo Street,778-628-3243,kidslearningcentre-nanaimo@outlook.com,,,English,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Kids World First Steps,7505 Arbutus Street,604-269-6612,info@arbutuskidsworld.ca,,,English,2.5 - 5 yrs; 19 - 36 mo,
Kids World Out of School Care,7505 Arbutus Street,604-269-6612,info@arbutuskidsworld.ca,,,English,5 - 12 yrs,Osler
Kids World Puddle Jumpers & Get Ready for School,7505 Arbutus Street,604-269-6612,info@arbutuskidsworld.ca,arbutuskidsworld.ca/index,Reggio Inspired,English,2.5 - 5 yrs,
KIDSRUS EARLY LEARNING CENTER MAIN STREET,7007 Main Street,604-767-0439,kidsruschildcare@live.com,kidsruschildcarecentre.com/,,English,0 - 18 mo; 19 - 36 mo,
KIDSRUS Early Learning Center Munroe,7728 Munroe Cres,604-767-0439,kidsruschildcare@live.com,kidsruschildcarecentre.com/,,English,0 - 18 mo; 19 - 36 mo,
KIDSRUS Early Learning Center Oak Street,1007 West 51st Avenue,604-767-0439,kidsruschildcare@live.com,kidsruschildcarecentre.com/,,English,0 - 18 mo; 19 - 36 mo,
Kidsrus Early Learning Centre Langara,227 East 49th Avenue,604-767-0439,,,,English,0 - 18 mo; 19 - 36 mo,
KIDSRUS Early Learning Centre Vancouver,1-3261 East 54th Avenue,604-767-0439,kidsruschildcare@live.com,,,English,0 - 18 mo; 19 - 36 mo,
Killarney Community Centre Preschool,6260 Killarney Street,604-718-8214,cindy.gulbransen@vancouver.ca,,Play Based,English; Japanese,2.5 - 5 yrs,
Killarney Community Centre School Age Care,6260 Killarney Street,604-718-8214,kccschildcare@vancouver.ca,,,English; Tagalog; Mandarin; Cantonese,5 - 12 yrs,Weir; Waverley
Killarney Park Preschool,6426 Kerr Street,604-435-7455,preschool@kpmbchurch.org,,Play Based,English; Tagalog; Mandarin; Cantonese; German,2.5 - 5 yrs,
Kimount Club,395 East 6th Avenue,604-874-0117,kimountclub@bgcbc.ca,bgcbc.ca/locations/kimount/,,English,5 - 12 yrs,
Kingcrest Learning Academy,1346 Kingsway,604-829-1346,monica@wonderoflearning.ca,wonderoflearning.ca,,English,5 - 12 yrs,Dickens Annex
Kingcrest Learning Academy,1346 Kingsway,604-829-1346,monica@kingcrestlearning.com,wonderoflearning.ca,,English,2.5 - 5 yrs,
Kingcrest Learning Academy,1346 Kingsway,604-619-8883,admin@wonderoflearning.ca,wonderoflearning.ca,Reggio Inspired,English,2.5 - 5 yrs; 19 - 36 mo,
Kit's Cottage Day Care Ltd. (Infant/Toddler),2926 West 5th Avenue,604-737-2440,kitscottage@gmail.com,,,English; Punjabi; Hindi; French,0 - 18 mo; 19 - 36 mo,
Kitchener YMCA Kids Club (School Age on School Grounds),3455 West King Edward Avenue,604-734-1515,ymcakidsclubs@bc.ymca.ca,gv.ymca.ca/,,English,5 - 12 yrs,Kitchener
Kits Kids Club,2305 West 7th Avenue,604-736-3588,amandag@kitshouse.org,,,English; 135 French,5 - 12 yrs,Tennyson; St. Augustine
Kits Star's Childcare Centre,2764 West 10th Avenue,778-889-9654,,,,English,0 - 18 mo; 19 - 36 mo,
Kitsilano Area Child Care Centre,2041 West 6th Avenue,604-732-6327,kitsarea@kaccs.ca,kaccs.ca/home,Play Based,English; Russian; Italian,2.5 - 5 yrs,
Kitsilano Neighbourhood House Hudson Preschool,1530 Maple Street,604-736-3588,KellyH@kitshouse.org,,,English,2.5 - 5 yrs,
Kitsilano Neighbourhood House Hudson School Age Care (School Age on School Grounds),1530 Maple Street,604-731-1618,KellyH@kitshouse.org,,,English,5 - 12 yrs,Hudson
Kivan Club,2875 St.George Street,604-879-9118,kivanclub@bgcbc.ca,bgcbc.ca/locations/kivan/,,English,5 - 12 yrs,
Kiwassa in Norah Davis (KIND) Out of School Care,2320 Franklin Street,604-254-5401,childcare@kiwassa.ca,kiwassa.ca/our-services/childcare-programs/,,English,5 - 12 yrs,Tillicum Annex
Kiwassa Longhouse Out of School Care,2595 Franklin Street,604-255-1175,childcare@kiwassa.ca,,,English; Cantonese; Portugese,5 - 12 yrs,Hastings; Tillicum Annex
Kiwassa Out of School Care,2425 Oxford Street,604-254-5401,childcare@kiwassa.ca,kiwassa.ca/our-services/childcare-programs/,,English,5 - 12 yrs,Tillicum; Hastings
Kolobok Licensed Family Child Care,5097 Elgin Street,604-210-5007,alla.ca@mail.ru,,,English,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
L'Ecole Bilingue Kindercare and Les Grands Enfants,Room 160 A - 1166 W 14th Ave,604-739-7200,kindercare648@gmail.com,,,English,5 - 12 yrs,L'Ecole Bilingue
La Calypso Preschool,#227 - 1555 West 7th Avenue,778-373-4000,lacalypso@cousteauschool.org,lacalypso.org,,English; French,2.5 - 5 yrs,
La Garderie,Room 160 B - 1166 W 14th Ave,604-736-3238,lagarderievancouver@gmail.com,,,English,5 - 12 yrs,L'Ecole Bilingue
La Petite Ecole,4037 West 32th Avenue,604-221-8719,shannon@lapetiteecole.ca,,Reggio Inspired,English,2.5 - 5 yrs,
La Petite France In-Home Multi-Age Child Care,3667 William Street,604-299-0303,najatsinc@hotmail.com,,,English,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Lady Bug Licensed Family Child Care,#100-1250 Nicola Street,604-681-2967,acimov25@telus.net,,,English; Serbo-Croatian,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Langara Learning Centre,142 East 51st Avenue,778-889-9654,,,,English,0 - 18 mo; 19 - 36 mo,
Langara Stars Multi-Age Daycare,7430 Cambie Street,778-865-4842,zfarro@gmail.com,,Montessori,English; Farsi; Thai,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo,Sexsmith
Laugh And Learn Licensed Family Child Care,#101 - 503 West 16th Avenue,604-439-8454,vesna.spasovski67@gmail.com,,,English; Serbo-Croatian,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Laura Secord Out of School Care,2500 Lakewood Drive,604-874-4233,secord@cedarcottage.org,cedarcottage.org,,English,5 - 12 yrs,Secord
Le Cerisier Multi-Age Child Care,2 - 2571 Napier Street,604-700-4277,le.cerisier.garderie@gmail.com,,,English; French,2.5 - 5 yrs,
Le Soleil Montessori Children's House,6318 Tyne Street,604-436-1223,lesoleilschool@gmail.com,,Montessori,English; French,2.5 - 5 yrs,
Le Soleil Montessori Infant Community LTD.,5398 Nanaimo Street,778-689-4608,lesoleilschool.ic@gmail.com,,Montessori,English,0 - 18 mo; 19 - 36 mo,
Learn and Play In-Home Multi-Age Child Care,111 East 47th Avenue,778-551-1372,amarjeetkaur90@icloud.com,,,English,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Legacy Leaders Academy For Boys,619 West 45th Avenue,604-564-6460,llaadmin@shaw.ca,,,English,2.5 - 5 yrs,
Les Bons Amis - Good Friends Licensed Family Child Care,#414 - 1155 Pacific Street,604-730-0323,vinograd@hotmail.com,,,English; Serbian,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Les Petits Artistes Montessori Centre,3146 Ash Street,604-569-1206,patricia@lpaschool.net,,Montessori,English,2.5 - 5 yrs,
LIFT Early Learning Centre,2485 West 20th Avenue,604-738-7880,liftearlylearning@gmail.com,liftearlylearning.com,,English,2.5 - 5 yrs,
LIFT Early Learning Centre,7768 Heather Street,778-952-6808,janasun1102@gmail.com,liftearlylearning.com/,,English,0 - 18 mo; 19 - 36 mo,
LIFT Early Learning Centre,4069 West 40th Avenue,778-952-6808,liftearlylearning@gmail.com,liftearlylearning.com/,,English,0 - 18 mo; 19 - 36 mo,
LIFT Early Learning Centre (3-5 Program),1518 West 68th Avenue,778-952-6808,liftearlylearning@gmail.com,liftearlylearning.com,,English,2.5 - 5 yrs,
Lil Bee's Licensed Family Child Care,4411 Commercial Street,604-617-7730,lilbeesfcc@gmail.com,,,English,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,Selkirk Annex; Selkirk
Linda Childcare In-Home Multi-Age Child Care,4642 West 15th Avenue,236-512-8772,linda2childcare@gmail.com,,,English,5 - 12 yrs; 2.5 - 5 yrs,
Little Bear In-Home Multi-Age Child Care,8375 Fremlin Street,778-316-7385,vivianlong3686@yahoo.com,little-bear-childcare.com,,English; Mandarin; Cantonese,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Little Cedar Montessori Children's Community,1530 East 22nd Avenue,604-872-3303,info@littlecedar.ca,littlecedar.ca/,Montessori,English; Spanish; Tagalog,2.5 - 5 yrs,
Little Cedar School Age Care,1530 East 22 Avenue,604-872-3303,info@littlecedar.ca,littlecedar.ca/,,English,5 - 12 yrs,Selkirk Annex; Selkirk
Little Cedar School Age Care - Commercial Street,3472 Commercial Street,778-998-3303,mark@littlecedar.ca,littlecedar.ca/,,English,5 - 12 yrs,St. Joseph's; Selkirk
Little Cedar Trees,1607 East Hastings Street,604-251-4844,,vafcs.org/,,English,2.5 - 5 yrs,
Little Daisy In-Home Multi-Age Child Care,738 West 49 Avenue,604-767-7347,margareta91@hotmail.com,daisychildcare.ca,,English; French; Romanian,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Little Doodles Licensed Family Child Care,1826 West 10th Avenue,604-880-1249,theromfidel@gmail.com,,,English; Tagalog,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,Tennyson
Little Ducklings Daycare Licensed Family Child Care,7081 Sophia Street,778-706-2595,littleducklingsdaycarevan@gmail.com,,,English,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Little Ducklings Licensed Family Child Care,7228 Knight Street,604-322-2942,shaziahayatldd@gmail.com,,,English; Urdu; Punjabi; Hindi,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Little Fish Daycare (Multi-Age),2319 East 17th Avenue,604-336-9730,littlefish.jko@gmail.com,,,English,5 - 12 yrs; 2.5 - 5 yrs,
Little Folks Licensed Family Child Care,2695 West 12th Avenue,604-321-3375,jaskumar@hotmail.com,,,English; Hindi,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Little Fox In-Home Multi-Age Child Care,3263 W King Edward Ave,778-987-8812,littlefoxchildcareinfo@gmail.com,littlefoxchildcare.ca,,English,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Little Monsters Academy,5888 Fraser Street,778-522-9406,enroll@littlemonsters.ca,littlemonsters.academy/,,English,2.5 - 5 yrs,
Little Monsters Academy - Mountain View,4866 Fraser Street,778-522-9406,academonsters@gmail.com,,,English,2.5 - 5 yrs,
Little Mountain Child Development Centre,425 East 29th Avenue,604-876-0517,cdc@lmnhs.bc.ca,lmnhs.bc.ca,Play Based,English; Punjabi; Hindi,2.5 - 5 yrs,
Little Mountain Montessori School,304 East 26th Avenue,604-709-9621,aubinobrien@yahoo.ca,,Montessori,English; Mandarin,2.5 - 5 yrs,
Little Mountain Out of School Care (LMOSC),1300 East 29th Avenue,604-713-5565,christie_akhurst@lmnhs.bc.ca,,,English,5 - 12 yrs,McBride Annex; McBride
Little Munchkin Daycare,1319 West 52 Avenue (Upper Floor),604-655-1895,inquiry@littlemunchkindaycare.ca,komelsdaycare.com,,English,0 - 18 mo; 19 - 36 mo,
Little Munchkin Daycare Ltd.,1431 West 53rd Avenue,604-655-1895,inquiry@littlemunchkindaycare.ca,littlemunchkindaycare.ca/,,English,2.5 - 5 yrs,
Little Munchkin Daycare Ltd.,1317 West 52nd Avenue,604-655-1895,inquiry@littlemunchkindaycare.ca,,,English,0 - 18 mo; 19 - 36 mo,
Little Munchkin Daycare Ltd.,2205 West 15 Avenue,604-655-1895,inquiry@littlemunchkindaycare.ca,littlemunchkindaycare.ca/,,English,0 - 18 mo; 19 - 36 mo,
Little Munchkin Daycare Ltd.,1068 West 29th Avenue,604-655-1895,inquiry@littlemunchkindaycare.ca,,,English,0 - 18 mo; 19 - 36 mo,
Little Munchkin Daycare Ltd.,1070 West 29th Avenue,604-655-1895,inquiry@littlemunchkindaycare.ca,,,English,0 - 18 mo; 19 - 36 mo,
Little Munchkin Daycare Ltd.,3750 West 29th Avenue,604-655-1895,inquiry@littlemunchkindaycare.ca,,,English,0 - 18 mo; 19 - 36 mo,
Little Munchkin Daycare Ltd.,3752 West 29th Avenue,604-655-1895,inquiry@littlemunchkindaycare.ca,,,English,0 - 18 mo; 19 - 36 mo,
Little Munchkin Daycare Ltd.,1469 Balfour Avenue,604-655-1895,inquiry@littlemunchkindaycare.ca,,,English,0 - 18 mo; 19 - 36 mo,
Little Munchkin Daycare Ltd.,1467 Balfour Avenue,604-655-1895,inquiry@littlemunchkindaycare.ca,,,English,0 - 18 mo; 19 - 36 mo,
Little Munchkin Daycare Ltd.,2207 West 15th Avenue,604-655-1895,inquiry@littlemunchkindaycare.ca,littlemunchkindaycare.ca/,,English,0 - 18 mo; 19 - 36 mo,
Little Munchkin Daycare Ltd. (Infant/Toddler),5981 Holland Street,604-655-1895,inquiry@littlemunchkindaycare.ca,,,English,0 - 18 mo; 19 - 36 mo,
Little Munchkin Daycare Ltd. (Multi-Age),5979 Holland Street,604-655-1895,inquiry@littlemunchkindaycare.ca,,,English,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Little Oak Montessori School,3403 East 49th Avenue,778-928-8635,info.littleoakmontessori@gmail.com,littleoakchildcare.ca,Montessori,English,2.5 - 5 yrs,
Little Owls Nest Licensed Family Child Care,501 - 808 Nicola Street,778-385-8733,littleowlvan@gmail.com,,,English,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Little People's Community Preschool,2733 West 41st Avenue,604-261-2219,enrolment@littlepeople.ca,littlepeople.ca,Play Based,English; Mandarin; Cantonese,2.5 - 5 yrs,
Little Rae Kids' Club,1155 Thurlow Street,604-687-2223,info@littlerae.com,,,English; Cantonese; Korean,5 - 12 yrs,Roberts Annex
Little Semlin Montessori,2017 East 1st Avenue,604-620-9166,anne@semlinmontessori.ca,semlinmontessori.ca,Montessori,English,2.5 - 5 yrs,
